ID;ID;;Name (English);Description (English);Name (Portuguese);Gender;Plural;Article
6003;~X~116003;9;Other Light Knitted Fabric;knitted or crocheted fabrics of a width not exceeding 30 cm, other than those of heading 60.01 or 60.02.;Outros tecidos de malha leve;m;1;1
6004;~X~116004;9;Heavy Rubberized Knitted Fabric;knitted or crocheted fabrics of a width exceeding 30 cm, containing by weight 5 % or more of elastomeric yarn or rubber thread, other than those of heading 60.01.;Tecidos pesados de malha de borracha;m;1;1
6005;~X~116005;9;Warp Knit Fabrics;warp knit fabrics (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04.;Tecidos de malha-urdidura;m;1;1
6006;~X~116006;9;Other Knit Fabric;other knitted or crocheted fabrics.;Outros tecidos de malha;m;1;1
6101;~X~1161;7;Knit Apparel and Accessories;articles of apparel and clothing accessories, knitted or crocheted;Vestu rio de malha e acess¢rios;m;0;1
6101;~X~116101;9;Knit Men's Coats;men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, knitted or crocheted, other than those of heading 61.03.;Sobretudos e casacos masculinos de malha;m;1;1
6102;~X~116102;9;Knit Women's Coats;women's or girls' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind- jackets and similar articles, knitted or crocheted, other than those of heading 61.04.;Sobretudos e casacos femininos de malha;m;1;1
6103;~X~116103;9;Knit Men's Suits;men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted.;Ternos e roupas masculinas de malha;m;1;1
6104;~X~116104;9;Knit Women's Suits;women's or girls' suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted.;Tailleurs e roupas femininas de malha;m;1;1
6105;~X~116105;9;Knit Men's Shirts;men's or boys' shirts, knitted or crocheted.;Camisas masculinas de malha;f;1;1
6106;~X~116106;9;Knit Women's Shirts;women's or girls' blouses, shirts and shirt-blouses, knitted or crocheted.;Camisas femininas de malha;f;1;1
6107;~X~116107;9;Knit Men's Undergarments;men's or boys' underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles, knitted or crocheted.;Roupas ¡ntimas masculinas de malha;f;1;1
6108;~X~116108;9;Knit Women's Undergarmnets;women's or girls' slips, petticoats, briefs, panties, nightdresses, pyjamas, n¶Žglig¶Žs, bathrobes, dressing gowns and similar articles, knitted or crocheted.;Roupas ¡ntimas femininas de malha;f;1;1
6109;~X~116109;9;Knit T-shirts;t-shirts, singlets and other vests, knitted or crocheted.;Camisetas de malha;f;1;1
6110;~X~116110;9;Knit Sweaters;jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted.;Su‚teres de malha;f;1;1
6111;~X~116111;9;Knit Babies' Garments;babies' garments and clothing accessories, knitted or crocheted.;Vestu rio de malha para bebˆs;m;0;1
6112;~X~116112;9;Knit Activewear;track suits, ski suits and swimwear, knitted or crocheted.;Trajes esportivos de malha;m;1;1
6113;~X~116113;9;Knit Raincoats;garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.;Capas de chuva de malha;f;1;1
6114;~X~116114;9;Other Knit Garments;other garments, knitted or crocheted.;Outros vestu rios de malha;m;1;1
6115;~X~116115;9;Knit Socks and Hosiery;panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted.;Meias e meias-cal‡as de malha;f;1;1
6116;~X~116116;9;Knit Gloves;gloves, mittens and mitts, knitted or crocheted.;Luvas de malha;f;1;1
6117;~X~116117;9;Other Knit Clothing Accessories;"other made up clothing accessories, knitted or crocheted; knitted or crocheted parts of garments or of clothing accessories.";Outros acess¢rios de malha;m;1;1
6201;~X~1162;7;Non-Knit Apparel;articles of apparel and clothing accessories, not knitted or crocheted;Vestu rio e acess¢rios, exceto de malha;m;0;1
6201;~X~116201;9;Non-Knit Men's Coats;men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.;Sobretudos e casacos masculinos, exceto de malha;m;1;1
6202;~X~116202;9;Non-Knit Women's Coats;women's or girls' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.04.;Sobretudos e casacos femininos, exceto de malha;m;1;1
6203;~X~116203;9;Non-Knit Men's Suits;men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear).;Ternos e roupas masculinas, exceto de malha;m;1;1
6204;~X~116204;9;Non-Knit Women's Suits;women's or girls' suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear).;Tailleurs e roupas femininas, exceto de malha;m;1;1
6205;~X~116205;9;Non-Knit Men's Shirts;men's or boys' shirts.;Camisas masculinas, exceto de malha;f;1;1
6206;~X~116206;9;Non-Knit Women's Shirts;women's or girls' blouses, shirts and shirt-blouses.;Camisas femininas, exceto de malha;f;1;1
6207;~X~116207;9;Non-Knit Men's Undergarments;men's or boys' singlets and other vests, underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles.;Roupas ¡ntimas masculinas, exceto de malha;f;1;1
6208;~X~116208;9;Non-Knit Women's Undergarments;women's or girls' singlets and other vests, slips, petticoats, briefs, panties, nightdresses, pyjamas, n¶Žglig¶Žs, bathrobes, dressing gowns and similar articles.;Roupas ¡ntimas femininas, exceto de malha;f;1;1
6209;~X~116209;9;Non-Knit Babies' Garments;babies' garments and clothing accessories.;Vestu rio para bebˆs, exceto de malha;m;1;1
6210;~X~116210;9;Textile Felts Garments;garments, made up of fabrics of heading 56.02, 56.03, 59.03, 59.06 or 59.07.;Vestu rio confeccionado em feltro ou camur‡a;m;1;1
6211;~X~116211;9;Non-Knit Activewear;"track suits, ski suits and swimwear; other garments.";Trajes esportivos, exceto de malha;m;1;1
6212;~X~116212;9;Other Women's Undergarments;brassi¶res, girdles, corsets, braces, suspenders, garters and similar articles and parts thereof, whether or not knitted or crocheted.;Outros acess¢rios femininos;m;1;1
6213;~X~116213;9;Handkerchiefs;handkerchiefs.;Len‡os;m;1;1
6214;~X~116214;9;Scarves;shawls, scarves, mufflers, mantillas, veils and the like.;Echarpes e cachec¢is;m;1;1
6215;~X~116215;9;Neck Ties;ties, bow ties and cravats.;Gravatas;f;1;1
6216;~X~116216;9;Non-Knit Gloves;gloves, mittens and mitts.;Luvas, exceto de malha;f;1;1
6217;~X~116217;9;Other Non-Knit Clothing Accessories;"other made up clothing accessories; parts of garments or of clothing accessories, other than those of heading 62.12.";Outros acess¢rios de vestu rio, exceto de malha;m;1;1
6301;~X~1163;7;Other Made Up Textile Articles;"other made up textile articles; sets; worn clothing and worn textile articles; rags";Outros produtos tˆxteis confeccionados;m;1;1
6301;~X~116301;9;Blankets;blankets and travelling rugs.;Cobertores e mantas;m;1;1
6302;~X~116302;9;House Linens;bed linen, table linen, toilet linen and kitchen linen.;Roupas de cama, mesa e banho;f;1;1
6303;~X~116303;9;Window Dressings;"curtains (including drapes) and interior blinds; curtain or bed valances.";Cortinas;f;1;1
6304;~X~116304;9;Bedspreads;other furnishing articles, excluding those of heading 94.04.;Colchas;f;1;1
6305;~X~116305;9;Packing Bags;sacks and bags, of a kind used for the packing of goods.;Sacolas;f;1;1
6306;~X~116306;9;Awnings, Tents, and Sails;"tarpaulins, awnings and sunblinds; tents; sails for boats, sailboards or landcraft; camping goods.";Toldos, tendas e velas para embarca‡äes;m;1;1
6307;~X~116307;9;Other Cloth Articles;other made up articles, including dress patterns.;Outros produtos tˆxteis confeccionados;m;1;1
6308;~X~116308;9;Packaged Sewing Sets;sets consisting of woven fabric and yarn, whether or not with accessories, for making up into rugs, tapestries, embroidered table cloths or serviettes, or similar textile articles, put up in packings for retail sale.;Conjuntos para costura;m;1;1
6309;~X~116309;9;Used Clothing;worn clothing and other worn articles.;Artigos de vestu rio usados;m;1;1
6310;~X~116310;9;Textile Scraps;used or new rags, scrap twine, cordage, rope and cables and worn out articles of twine, cordage, rope or cables, of textile materials.;Recortes de tecidos;m;1;1
64;~X~12;5;Footwear and Headwear;"Footwear, Headgear, Umbrellas, Sun Umbrellas, Walking-Sticks, Seat-Sticks, Whips, Riding-Crops And Parts Thereof; Prepared Feathers And Articles Made Therewith; Artificial Flowers; Articles Of Human Hair";Cal‡ados, chap‚us e semelhantes;m;1;1
6401;~X~1264;7;Footwear;"footwear, gaiters and the like; parts of such articles";Cal‡ados;m;1;1
6401;~X~126401;9;Waterproof Footwear;waterproof footwear with outer soles and uppers of rubber or of plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes.;Cal‡ados imperme veis;m;1;1
6402;~X~126402;9;Rubber Footwear;other footwear with outer soles and uppers of rubber or plastics.;Cal‡ados de borracha;m;1;1
6403;~X~126403;9;Leather Footwear;footwear with outer soles of rubber, plastics, leather or composition leather and uppers of leather.;Cal‡ados de couro;m;1;1
6404;~X~126404;9;Textile Footwear;footwear with outer soles of rubber, plastics, leather or composition leather and uppers of textile materials.;Cal‡ados de materiais tˆxteis;m;1;1
6405;~X~126405;9;Other Footwear;other footwear.;Outros cal‡ados;m;1;1
6406;~X~126406;9;Footwear Parts;"parts of footwear (including uppers whether or not attached to soles other than outer soles); removable in-soles, heel cushions and similar articles; gaiters, leggings and similar articles, and parts thereof.";Partes de cal‡ados;f;1;1
6501;~X~1265;7;Headwear;headgear and parts thereof;Chap‚us e semelhantes;m;1;1
6501;~X~126501;9;Hat Forms;"hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux and manchons (including slit manchons), of felt.";Esbo‡os de feltro para chap‚us;m;1;1
6502;~X~126502;9;Hat Shapes;hat-shapes, plaited or made by assembling strips of any material, neither blocked to shape, nor with made brims, nor lined, nor trimmed.;Esbo‡os de chap‚u enformados;m;1;1
6503;~X~126503;9;Felt Hats;Felt hats & other felt headgear;Chap‚us de feltro;m;1;1
6504;~X~126504;9;Hats;hats and other headgear, plaited or made by assembling strips of any material, whether or not lined or trimmed.;Chap‚us;m;1;1
6505;~X~126505;9;Knitted Hats;"hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hair-nets of any material, whether or not lined or trimmed.";Chap‚us tricotados;m;1;1
6506;~X~126506;9;Other Headwear;other headgear, whether or not lined or trimmed.;Outros chap‚us e semelhantes;m;1;1
6507;~X~126507;9;Headbands and Linings;head-bands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear.;Bandanas e forros para chap‚us;f;1;1
6601;~X~1266;7;Head and Footwear Accessories;umbrella, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof;Guarda-chuvas, bengalas e acess¢rios;m;1;1
6601;~X~126601;9;Umbrellas;umbrellas and sun umbrellas (including walking-stick umbrellas, garden umbrellas and similar umbrellas).;Guarda-chuvas e guarda-s¢is;m;1;1
6602;~X~126602;9;Walking Sticks;walking-sticks, seat-sticks, whips, riding-crops and the like.;Bengalas;f;1;1
6603;~X~126603;9;Umbrella and Walking Stick Accessories;parts, trimmings and accessories of articles of heading 66.01 or 66.02.;Partes e acess¢rios de guarda-chuvas e bengalas;f;1;1
6701;~X~1267;7;Hair Accessories;"prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair";Acess¢rios para cabelo;m;1;1
6701;~X~126701;9;Bird Skins w/ Feathers;skins and other parts of birds with their feathers or down, feathers, parts of feathers, down and articles thereof (other than goods of heading 05.05 and worked quills and scapes).;Pele com penas, penas soltas;f;0;1
6702;~X~126702;9;Artificial Vegetation;"artificial flowers, foliage and fruit and parts thereof; articles made of artificial flowers, foliage or fruit.";Flores, folhagens e frutos artificiais;f;1;1
6703;~X~126703;9;Processed Hair;"human hair, dressed, thinned, bleached or otherwise worked; wool or other animal hair or other textile materials, prepared for use in making wigs or the like.";Cabelos preparados para perucas;m;1;1
6704;~X~126704;9;Fake Hair;"wigs, false beards, eyebrows and eyelashes, switches and the like, of human or animal hair or of textile materials; articles of human hair not elsewhere specified or included.";Perucas;f;1;1
68;~X~13;5;Stone and Other Materials Articles;"Articles Of Stone, Plaster, Cement, Asbestos, Mica Or Similar Materials; Ceramic Products; Glass And Glassware";Artigos de pedra e outros materiais;m;1;1
6801;~X~1368;7;Stone Based Materials;articles of stone, plaster, cement, asbestos, mica or similar materials;Artigos de pedra e semelhantes;m;1;1
6801;~X~136801;9;Curbstones;setts, curbstones and flagstones, of natural stone (except slate).;Pedras para calcetar;f;1;1
6802;~X~136802;9;Building Stone;"worked monumental or building stone (except slate) and articles thereof, other than goods of heading 68.01; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially coloured granules, chippings and powder, o";Pedras de cantaria ou constru‡Æo;f;1;1
6803;~X~136803;9;Worked slate;worked slate and articles of slate or of agglomerated slate.;Ard¢sia trabalhada;f;0;1
6804;~X~136804;9;Milling Stones;millstones, grindstones, grinding wheels and the like, without frameworks, for grinding, sharpening, polishing, trueing or cutting, hand sharpening or polishing stones, and parts thereof, of natural stone, of agglomerated natural or artificial abrasives,;Pedras de moagem;f;1;1
6805;~X~136805;9;Abrasive Powder or Grain;natural or artificial abrasive powder or grain, on a base of textile material, of paper, of paperboard or of other materials, whether or not cut to shape or sewn or otherwise made up.;Abrasivos em p¢ ou grÆos;m;1;1
6806;~X~136806;9;Rock Wool;"slag wool, rock wool and similar mineral wools; exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials; mixtures and articles of heat-insulating, sound-insulating or sound-absorbing mineral materials, other than those o";LÆs de rocha e lÆs minerais;f;1;1
6807;~X~136807;9;Articles of asphalt;articles of asphalt or of similar material (for example, petroleum bitumen or coal tar pitch).;Obras de asfaltos;m;0;1
6808;~X~136808;9;Vegetable Fiber;panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, chips, particles, sawdust or other waste, of wood, agglomerated with cement, plaster or other mineral binders.;Fibras vegetais;f;1;1
6809;~X~136809;9;Plaster Articles;articles of plaster or of compositions based on plaster.;Artigos de gesso;m;1;1
6810;~X~136810;9;Cement Articles;articles of cement, of concrete or of artificial stone, whether or not reinforced.;Artigos de cimento;m;1;1
6811;~X~136811;9;Cement Compound Articles;articles of asbestos-cement, of cellulose fibre-cement or the like.;Artigos de compostos de cimento;m;1;1
6812;~X~136812;9;Asbestos Fibres;"fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate; articles of such mixtures or of asbestos (for example, thread, woven fabric, clothing, headgear, footwear, gaskets), whether or not reinforc";Amianto em fibras;m;0;1
6813;~X~136813;9;Friction Material;friction material and articles thereof (for example, sheets, rolls, strips, segments, discs, washers, pads), not mounted, for brakes, for clutches or the like, with a basis of asbestos, of other mineral substances or of cellulose, whether or not combined;Artigos de fric‡Æo;m;1;1
6814;~X~136814;9;Worked mica;worked mica and articles of mica, including agglomerated or reconstituted mica, whether or not on a support of paper, paperboard or other materials.;Mica trabalhada;f;0;1
6815;~X~136815;9;Other Stone Materials;articles of stone or of other mineral substances (including carbon fibres, articles of carbon fibres and articles of peat), not elsewhere specified or included.;Outros artigos de pedra;m;1;1
6901;~X~1369;7;Ceramics;ceramic products;Artigos cerƒmicos;m;1;1
6901;~X~136901;9;Bricks;bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (for example, kieselguhr, tripolite or diatomite) or of similar siliceous earths.;Tijolos;m;1;1
6902;~X~136902;9;Refractory Bricks;refractory bricks, blocks, tiles and similar refractory ceramic constructional goods, other than those of siliceous fossil meals or similar siliceous earths.;Tijolos refrat rios;m;1;1
6903;~X~136903;9;Other Refractory Ceramics;other refractory ceramic goods (for example, retorts, crucibles, muffles, nozzles, plugs, supports, cupels, tubes, pipes, sheaths and rods), other than those of siliceous fossil meals or of similar siliceous earths.;Outros artigos cerƒmicos refrat rios;m;1;1
6904;~X~136904;9;Ceramic Bricks;ceramic building bricks, flooring blocks, support or filler tiles and the like.;Tijolos cerƒmicos;m;1;1
6905;~X~136905;9;Roofing Tiles;roofing tiles, chimney-pots, cowls, chimney liners, architectural ornaments and other ceramic constructional goods.;Telhas;f;1;1
6906;~X~136906;9;Ceramic Pipes;ceramic pipes, conduits, guttering and pipe fittings.;Tubos cerƒmicos;m;1;1
6907;~X~136907;9;Unglazed Ceramics;"unglazed ceramic flags and paving, hearth or wall tiles; unglazed ceramic mosaic cubes and the like, whether or not on a backing.";Artigos cerƒmicos nÆo vidrados;m;1;1
6908;~X~136908;9;Glazed Ceramics;"glazed ceramic flags and paving, hearth or wall tiles; glazed ceramic mosaic cubes and the like, whether or not on a backing.";Artigos cerƒmicos vidrados;m;1;1
6909;~X~136909;9;Laboratory Ceramic Ware;"ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, jars and similar articles of a kind used for the conveyance or packing of goods.";Artigos cerƒmicos para laborat¢rio;m;1;1
6910;~X~136910;9;Ceramic Sinks and Similar;ceramic sinks, wash basins, wash basin pedestals, baths, bidets, water closet pans, flushing cisterns, urinals and similar sanitary fixtures.;Aparelhos sanit rios de cerƒmica;m;1;1
6911;~X~136911;9;Porcelain Tableware;tableware, kitchenware, other household articles and toilet articles, of porcelain or china.;Lou‡as de porcelana;f;1;1
6912;~X~136912;9;Ceramic Tableware;ceramic tableware, kitchenware, other household articles and toilet articles, other than of porcelain or china.;Lou‡as , exceto de porcelana;f;1;1
6913;~X~136913;9;Ornamental Ceramics;statuettes and other ornamental ceramic articles.;Objetos ornamentais de cerƒmica;m;1;1
6914;~X~136914;9;Other Ceramic Articles;other ceramic articles.;Outros artigos cerƒmicos;m;1;1
7001;~X~1370;7;Glass;glass and glassware;Vidro;m;0;1
7001;~X~137001;9;Glass Scraps;"cullet and other waste and scrap of glass; glass in the mass.";Fragmentos de vidro;m;1;1
7002;~X~137002;9;Glass Balls;glass in balls (other than microspheres of heading 70.18), rods or tubes, unworked.;Esferas de vidro;f;1;1
7003;~X~137003;9;Cast or Rolled Glass;cast glass and rolled glass, in sheets or profiles, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked.;Vidro vazado;m;0;1
7004;~X~137004;9;Blown Glass;drawn glass and blown glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked.;Vidro soprado;m;0;1
7005;~X~137005;9;Float Glass;float glass and surface ground or polished glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked.;Vidro flotado;m;0;1
7006;~X~137006;9;Glass With Edge Workings;glass of heading 70.03, 70.04 or 70.05, bent, edge-worked, engraved, drilled, enamelled or otherwise worked, but not framed or fitted with other materials.;Vidro trabalhado;m;0;1
7007;~X~137007;9;Safety Glass;safety glass, consisting of toughened (tempered) or laminated glass.;Vidro de seguran‡a;m;0;1
7008;~X~137008;9;Insulating Glass;multiple-walled insulating units of glass.;Vidros isolantes;m;1;1
7009;~X~137009;9;Glass Mirrors;glass mirrors, whether or not framed, including rear-view mirrors.;Espelhos;m;1;1
7010;~X~137010;9;Glass Bottles;"carboys, bottles, flasks, jars, pots, phials, ampoules and other containers, of glass, of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures, of glass.";Garrafas e recipientes de vidro;f;1;1
7011;~X~137011;9;Glass Bulbs;glass envelopes (including bulbs and tubes), open, and glass parts thereof, without fittings, for electric lamps, cathode-ray tubes or the like.;Ampolas e inv¢lucros de vidro;f;1;1
7012;~X~137012;9;Vacuum Flasks Glass Inners;Glass inners for vacuum flasks, other vacuum vessels;Ampolas de vidro para frascos de v cuo;f;1;1
7013;~X~137013;9;Interior Decorative Glassware;glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (other than that of heading 70.10 or 70.18).;Objetos decorativos de vidro;m;1;1
7014;~X~137014;9;Signaling Glassware;signalling glassware and optical elements of glass (other than those of heading 70.15), not optically worked.;Objetos de vidro para sinaliza‡Æo;m;1;1
7015;~X~137015;9;Clock Glass;"clock or watch glasses and similar glasses, glasses for non-corrective or corrective spectacles, curved, bent, hollowed or the like, not optically worked; hollow glass spheres and their segments, for the manufacture of such glasses.";Vidros de relojoaria;m;1;1
7016;~X~137016;9;Glass Bricks;"paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, whether or not wired, of a kind used for building or construction purposes; glass cubes and other glass smallwares, whether or not on a backing, for mosaics or si";Tijolos de vidro;m;1;1
7017;~X~137017;9;Laboratory Glassware;laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated.;Objetos de vidro para laborat¢rio;m;1;1
7018;~X~137018;9;Glass Beads and Imitations;"glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass smallwares, and articles thereof other than imitation jewellery; glass eyes other than prosthetic articles; statuettes and other ornaments of lamp-worked glass, ot";Contas e imita‡äes de vidro;f;1;1
7019;~X~137019;9;Glass Fibers;glass fibres (including glass wool) and articles thereof (for example, yarn, woven fabrics).;Fibras de vidro;f;1;1
7020;~X~137020;9;Other Glass Articles;other articles of glass.;Outros artigos de vidro;m;1;1
71;~X~14;5;Precious Metals;"Natural Or Cultured Pearls, Precious Or Semi-Precious Stones, Precious Metals, Metals Clad With Precious Metal And Articles Thereof; Imitation Jewellery; Coin";Metais preciosos;m;1;1
7101;~X~1471;7;Precious Metals;"natural or cultured pearls, precious or semi-precious stones, precious metals, metals cladwith precious metal, and articles thereof; imitation jewellery; coin";Metais preciosos;m;1;1
7101;~X~147101;9;Pearls;"pearls, natural or cultured, whether or not worked or graded but not strung, mounted or set; pearls, natural or cultured, temporarily strung for convenience of transport.";P‚rolas;f;1;1
7102;~X~147102;9;Diamonds;diamonds, whether or not worked, but not mounted or set.;Diamantes;m;1;1
7103;~X~147103;9;Precious Stones;"precious stones (other than diamonds) and semi-precious stones, whether or not worked or graded but not strung, mounted or set; ungraded precious stones (other than diamonds) and semi-precious stones, temporarily strung for convenience of transport.";Pedras preciosas;f;1;1
7104;~X~147104;9;Semi-Precious Stones;"synthetic or reconstructed precious or semi-precious stones, whether or not worked or graded but not strung, mounted or set; ungraded synthetic or reconstructed precious or semi-precious stones, temporarily strung for convenience of transport.";Pedras semipreciosas;f;1;1
7105;~X~147105;9;Precious Stone Dust;dust and powder of natural or synthetic precious or semi-precious stones.;P¢ de pedras preciosas;m;0;1
7106;~X~147106;9;Silver;silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.;Prata;f;0;1
7107;~X~147107;9;Silver-Clad Metals;base metals clad with silver, not further worked than semi-manufactured.;Metais folheados de prata;m;1;1
7108;~X~147108;9;Gold;gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Ouro;m;0;1
7109;~X~147109;9;Gold-Clad Metals;base metals or silver, clad with gold, not further worked than semi-manufactured.;Metais folheados de ouro;m;1;1
7110;~X~147110;9;Platinum;platinum, unwrought or in semi-manufactured forms, or in powder form.;Platina;f;0;1
7111;~X~147111;9;Platinum-Clad Metals;base metals, silver or gold, clad with platinum, not further worked than semi-manufactured.;Metais folheados de platina;m;1;1
7112;~X~147112;9;Precious Metal Scraps;"waste and scrap of precious metal or of metal clad with precious metal; other waste and scrap containing precious metal or precious metal compounds, of a kind used principally for the recovery of precious metal.";Res¡duos de metais preciosos;m;1;1
7113;~X~147113;9;Jewellery;articles of jewellery and parts thereof, of precious metal or of metal clad with precious metal.;Artigos de joalheria;m;1;1
7114;~X~147114;9;Goldsmiths Articles;articles of goldsmiths' or silversmiths' wares and parts thereof, of precious metal or of metal clad with precious metal.;Artigos de ourivesaria;m;1;1
7115;~X~147115;9;Other Precious Metal Products;other articles of precious metal or of metal clad with precious metal.;Outros artigos de metais preciosos;m;1;1
7116;~X~147116;9;Pearl Products;articles of natural or cultured pearls, precious or semi-precious stones (natural, synthetic or reconstructed).;Artigos de p‚rolas;m;1;1
7117;~X~147117;9;Imitation Jewellery;imitation jewellery.;Bijuterias;f;1;1
7118;~X~147118;9;Coin;coin.;Moedas;f;1;1
72;~X~15;5;Metals;Base Metals And Articles Of Base Metal;Metais;m;1;1
7201;~X~1572;7;Iron and Steel;iron and steel;Ferro e a‡o;m;0;1
7201;~X~157201;9;Pig Iron;pig iron and spiegeleisen in pigs, blocks or other primary forms.;Ferro fundido;m;0;1
7202;~X~157202;9;Ferroalloys;ferro-alloys.;Ferro-ligas;m;0;1
7203;~X~157203;9;Iron Reductions;"ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99.94 %, in lumps, pellets or similar forms.";Produtos ferrosos reduzidos;m;1;1
7204;~X~157204;9;Scrap Iron;"ferrous waste and scrap; remelting scrap ingots of iron or steel.";Res¡duos de ferro fundido;m;1;1
7205;~X~157205;9;Iron Powder;granules and powders, of pig iron, spiegeleisen, iron or steel.;P¢ de ferro fundido;m;0;1
7206;~X~157206;9;Iron Ingots;iron and non-alloy steel in ingots or other primary forms (excluding iron of heading 72.03).;Ferro e a‡o nÆo-ligado;m;0;1
7207;~X~157207;9;Semi-Finished Iron Products;semi-finished products of iron or non-alloy steel.;Produtos semimanufaturados de ferro;m;1;1
7208;~X~157208;9;Hot-Rolled Iron Products;flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, hot-rolled, not clad, plated or coated.;Produtos laminados a quente de ferro;m;1;1
7209;~X~157209;9;Cold-Rolled Iron Products;flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, cold-rolled (cold-reduced), not clad, plated or coated.;Produtos laminados a frio de ferro;m;1;1
7210;~X~157210;9;Coated Flat-Rolled Iron Products;flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, clad, plated or coated.;Produtos laminados de ferro revestidos;m;1;1
7211;~X~157211;9;Large Flat-Rolled Iron Products;flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, not clad, plated or coated.;Produtos laminados de ferro nÆo revestidos;m;1;1
7212;~X~157212;9;Large Coated Flat-Rolled Iron Products;flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, plated or coated.;Produtos laminados de ferro recobertos;m;1;1
7213;~X~157213;9;Hot-Rolled Iron Bars;bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel.;Barras de ferro laminado a quente;f;1;1
7214;~X~157214;9;Raw Iron Bars;other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling.;Barras de ferro forjadas a quente;f;1;1
7215;~X~157215;9;Other Iron Bars;other bars and rods of iron or non-alloy steel.;Outras barras de ferro;f;1;1
7216;~X~157216;9;Iron Blocks;angles, shapes and sections of iron or non-alloy steel.;Perfis de ferro;m;1;1
7217;~X~157217;9;Iron Wire;wire of iron or non-alloy steel.;Fios de ferro;m;1;1
7218;~X~157218;9;Stainless Steel Ingots;"stainless steel in ingots or other primary forms; semi-finished products of stainless steel.";A‡o inoxid vel em lingotes;m;0;1
7219;~X~157219;9;Large Flat-Rolled Stainless Steel;flat-rolled products of stainless steel, of a width of 600 mm or more.;Produtos laminados largos de a‡o inoxid vel;m;1;1
7220;~X~157220;9;Narrow Flat-Rolled Stainless Steel;flat-rolled products of stainless steel, of a width of less than 600 mm.;Produtos laminados estreitos de a‡o inoxid vel;m;1;1
7221;~X~157221;9;Hot-Rolled Stainless Steel Bars;bars and rods, hot-rolled, in irregularly wound coils, of stainless steel.;Barras de a‡o inoxid vel a quente;f;1;1
7222;~X~157222;9;Other Stainless Steel Bars;"other bars and rods of stainless steel; angles, shapes and sections of stainless steel.";Outras barras de a‡o inoxid vel;f;1;1
