"HS96","HS96part","HS02","HS02part","Comment"
"4814.20",0,"4814.20",0,
"4814.30",0,"4814.30",0,
"4814.90",0,"4814.90",0,
"4815.00",0,"4815.00",0,
"4816.10",0,"4816.10",0,
"4816.20",0,"4816.20",0,
"4816.30",0,"4816.30",0,
"4816.90",0,"4816.90",0,
"4817.10",0,"4817.10",0,
"4817.20",0,"4817.20",0,
"4817.30",0,"4817.30",0,
"4818.10",0,"4818.10",0,
"4818.20",0,"4818.20",0,
"4818.30",0,"4818.30",0,
"4818.40",0,"4818.40",0,
"4818.50",0,"4818.50",0,
"4818.90",0,"4818.90",0,
"4819.10",0,"4819.10",0,
"4819.20",0,"4819.20",0,
"4819.30",0,"4819.30",0,
"4819.40",0,"4819.40",0,
"4819.50",0,"4819.50",0,
"4819.60",0,"4819.60",0,
"4820.10",0,"4820.10",0,
"4820.20",0,"4820.20",0,
"4820.30",0,"4820.30",0,
"4820.40",0,"4820.40",0,
"4820.50",0,"4820.50",0,
"4820.90",0,"4820.90",0,
"4821.10",0,"4821.10",0,
"4821.90",0,"4821.90",0,
"4822.10",0,"4822.10",0,
"4822.90",0,"4822.90",0,
"4823.11",1,"4811.41",1,
"4823.11",1,"4823.12",0,
"4823.19",1,"4811.49",1,
"4823.19",1,"4823.19",0,
"4823.20",0,"4823.20",1,
"4823.40",1,"4810.13",1,
"4823.40",1,"4810.14",1,
"4823.40",1,"4810.19",1,
"4823.40",1,"4810.22",1,
"4823.40",1,"4810.29",1,
"4823.40",1,"4810.31",1,
"4823.40",1,"4810.32",1,
"4823.40",1,"4810.39",1,
"4823.40",1,"4810.92",1,
"4823.40",1,"4810.99",1,
"4823.40",1,"4823.40",0,
"4823.51",1,"4810.13",1,
"4823.51",1,"4810.14",1,
"4823.51",1,"4810.19",1,
"4823.51",1,"4810.22",1,
"4823.51",1,"4810.29",1,
"4823.51",1,"4823.90",1,
"4823.59",1,"4802.20",1,
"4823.59",1,"4802.30",1,
"4823.59",1,"4802.40",1,
"4823.59",1,"4802.54",1,
"4823.59",1,"4802.55",1,
"4823.59",1,"4802.56",1,
"4823.59",1,"4802.57",1,
"4823.59",1,"4802.58",1,
"4823.59",1,"4802.61",1,
"4823.59",1,"4802.62",1,
"4823.59",1,"4802.69",1,
"4823.59",1,"4810.13",1,
"4823.59",1,"4810.14",1,
"4823.59",1,"4810.19",1,
"4823.59",1,"4810.22",1,
"4823.59",1,"4810.29",1,
"4823.59",1,"4823.90",1,
"4823.60",0,"4823.60",0,
"4823.70",0,"4823.70",0,
"4823.90",1,"4810.31",1,
"4823.90",1,"4810.32",1,
"4823.90",1,"4810.39",1,
"4823.90",1,"4810.92",1,
"4823.90",1,"4810.99",1,
"4823.90",1,"4811.10",1,
"4823.90",1,"4811.41",1,
"4823.90",1,"4811.49",1,
"4823.90",1,"4811.51",1,
"4823.90",1,"4811.59",1,
"4823.90",1,"4811.60",1,
"4823.90",1,"4811.90",1,
"4823.90",1,"4823.90",1,
"4901.10",0,"4901.10",0,
"4901.91",0,"4901.91",0,
"4901.99",0,"4901.99",0,
"4902.10",0,"4902.10",0,
"4902.90",0,"4902.90",0,
"4903.00",0,"4903.00",0,
"4904.00",0,"4904.00",0,
"4905.10",0,"4905.10",0,
"4905.91",0,"4905.91",0,
"4905.99",0,"4905.99",0,
"4906.00",0,"4906.00",0,
"4907.00",0,"4907.00",0,
"4908.10",0,"4908.10",0,
"4908.90",0,"4908.90",0,
"4909.00",0,"4909.00",0,
"4910.00",0,"4910.00",0,
"4911.10",0,"4911.10",0,
"4911.91",0,"4911.91",0,
"4911.99",0,"4911.99",0,
"5001.00",0,"5001.00",0,
"5002.00",0,"5002.00",0,
"5003.10",0,"5003.10",0,
"5003.90",0,"5003.90",0,
"5004.00",0,"5004.00",0,
"5005.00",0,"5005.00",0,
"5006.00",0,"5006.00",0,
"5007.10",0,"5007.10",0,
"5007.20",0,"5007.20",0,
"5007.90",0,"5007.90",0,
"5101.11",0,"5101.11",0,
"5101.19",0,"5101.19",0,
"5101.21",0,"5101.21",0,
"5101.29",0,"5101.29",0,
"5101.30",0,"5101.30",0,
"5102.10",1,"5102.11",0,
"5102.10",1,"5102.19",0,
"5102.20",0,"5102.20",0,
"5103.10",0,"5103.10",0,
"5103.20",0,"5103.20",0,
"5103.30",0,"5103.30",0,
"5104.00",0,"5104.00",0,
"5105.10",0,"5105.10",0,
"5105.21",0,"5105.21",0,
"5105.29",0,"5105.29",0,
"5105.30",1,"5105.31",0,
"5105.30",1,"5105.39",0,
"5105.40",0,"5105.40",0,
"5106.10",0,"5106.10",0,
"5106.20",0,"5106.20",0,
"5107.10",0,"5107.10",0,
"5107.20",0,"5107.20",0,
"5108.10",0,"5108.10",0,
"5108.20",0,"5108.20",0,
"5109.10",0,"5109.10",0,
"5109.90",0,"5109.90",0,
"5110.00",0,"5110.00",0,
"5111.11",0,"5111.11",0,
"5111.19",0,"5111.19",0,
"5111.20",0,"5111.20",0,
"5111.30",0,"5111.30",0,
"5111.90",0,"5111.90",0,
"5112.11",0,"5112.11",0,
"5112.19",0,"5112.19",0,
"5112.20",0,"5112.20",0,
"5112.30",0,"5112.30",0,
"5112.90",0,"5112.90",0,
"5113.00",0,"5113.00",0,
"5201.00",0,"5201.00",0,
"5202.10",0,"5202.10",0,
"5202.91",0,"5202.91",0,
"5202.99",0,"5202.99",0,
"5203.00",0,"5203.00",0,
"5204.11",0,"5204.11",0,
"5204.19",0,"5204.19",0,
"5204.20",0,"5204.20",0,
"5205.11",0,"5205.11",0,
"5205.12",0,"5205.12",0,
"5205.13",0,"5205.13",0,
"5205.14",0,"5205.14",0,
"5205.15",0,"5205.15",0,
"5205.21",0,"5205.21",0,
"5205.22",0,"5205.22",0,
"5205.23",0,"5205.23",0,
"5205.24",0,"5205.24",0,
"5205.26",0,"5205.26",0,
"5205.27",0,"5205.27",0,
"5205.28",0,"5205.28",0,
"5205.31",0,"5205.31",0,
"5205.32",0,"5205.32",0,
"5205.33",0,"5205.33",0,
"5205.34",0,"5205.34",0,
"5205.35",0,"5205.35",0,
"5205.41",0,"5205.41",0,
"5205.42",0,"5205.42",0,
"5205.43",0,"5205.43",0,
"5205.44",0,"5205.44",0,
"5205.46",0,"5205.46",0,
"5205.47",0,"5205.47",0,
"5205.48",0,"5205.48",0,
"5206.11",0,"5206.11",0,
"5206.12",0,"5206.12",0,
"5206.13",0,"5206.13",0,
"5206.14",0,"5206.14",0,
"5206.15",0,"5206.15",0,
"5206.21",0,"5206.21",0,
"5206.22",0,"5206.22",0,
"5206.23",0,"5206.23",0,
"5206.24",0,"5206.24",0,
"5206.25",0,"5206.25",0,
"5206.31",0,"5206.31",0,
"5206.32",0,"5206.32",0,
"5206.33",0,"5206.33",0,
"5206.34",0,"5206.34",0,
"5206.35",0,"5206.35",0,
"5206.41",0,"5206.41",0,
"5206.42",0,"5206.42",0,
"5206.43",0,"5206.43",0,
"5206.44",0,"5206.44",0,
"5206.45",0,"5206.45",0,
"5207.10",0,"5207.10",0,
"5207.90",0,"5207.90",0,
"5208.11",0,"5208.11",0,
"5208.12",0,"5208.12",0,
"5208.13",0,"5208.13",0,
"5208.19",0,"5208.19",0,
"5208.21",0,"5208.21",0,
"5208.22",0,"5208.22",0,
"5208.23",0,"5208.23",0,
"5208.29",0,"5208.29",0,
"5208.31",0,"5208.31",0,
"5208.32",0,"5208.32",0,
"5208.33",0,"5208.33",0,
"5208.39",0,"5208.39",0,
"5208.41",0,"5208.41",0,
"5208.42",0,"5208.42",0,
"5208.43",0,"5208.43",0,
"5208.49",0,"5208.49",0,
"5208.51",0,"5208.51",0,
"5208.52",0,"5208.52",0,
"5208.53",0,"5208.53",0,
"5208.59",0,"5208.59",0,
"5209.11",0,"5209.11",0,
"5209.12",0,"5209.12",0,
"5209.19",0,"5209.19",0,
"5209.21",0,"5209.21",0,
"5209.22",0,"5209.22",0,
"5209.29",0,"5209.29",0,
"5209.31",0,"5209.31",0,
"5209.32",0,"5209.32",0,
"5209.39",0,"5209.39",0,
"5209.41",0,"5209.41",0,
"5209.42",0,"5209.42",0,
"5209.43",0,"5209.43",0,
"5209.49",0,"5209.49",0,
"5209.51",0,"5209.51",0,
"5209.52",0,"5209.52",0,
"5209.59",0,"5209.59",0,
"5210.11",0,"5210.11",0,
"5210.12",0,"5210.12",0,
"5210.19",0,"5210.19",0,
"5210.21",0,"5210.21",0,
"5210.22",0,"5210.22",0,
"5210.29",0,"5210.29",0,
"5210.31",0,"5210.31",0,
"5210.32",0,"5210.32",0,
"5210.39",0,"5210.39",0,
"5210.41",0,"5210.41",0,
"5210.42",0,"5210.42",0,
"5210.49",0,"5210.49",0,
"5210.51",0,"5210.51",0,
"5210.52",0,"5210.52",0,
"5210.59",0,"5210.59",0,
"5211.11",0,"5211.11",0,
"5211.12",0,"5211.12",0,
"5211.19",0,"5211.19",0,
"5211.21",0,"5211.21",0,
"5211.22",0,"5211.22",0,
"5211.29",0,"5211.29",0,
"5211.31",0,"5211.31",0,
"5211.32",0,"5211.32",0,
"5211.39",0,"5211.39",0,
"5211.41",0,"5211.41",0,
"5211.42",0,"5211.42",0,
"5211.43",0,"5211.43",0,
"5211.49",0,"5211.49",0,
"5211.51",0,"5211.51",0,
"5211.52",0,"5211.52",0,
"5211.59",0,"5211.59",0,
"5212.11",0,"5212.11",0,
"5212.12",0,"5212.12",0,
"5212.13",0,"5212.13",0,
"5212.14",0,"5212.14",0,
"5212.15",0,"5212.15",0,
"5212.21",0,"5212.21",0,
"5212.22",0,"5212.22",0,
"5212.23",0,"5212.23",0,
"5212.24",0,"5212.24",0,
"5212.25",0,"5212.25",0,
"5301.10",0,"5301.10",0,
"5301.21",0,"5301.21",0,
"5301.29",0,"5301.29",0,
"5301.30",0,"5301.30",0,
"5302.10",0,"5302.10",0,
"5302.90",0,"5302.90",0,
"5303.10",0,"5303.10",0,
"5303.90",0,"5303.90",0,
"5304.10",0,"5304.10",0,
"5304.90",0,"5304.90",0,
"5305.11",0,"5305.11",0,
"5305.19",0,"5305.19",0,
"5305.21",0,"5305.21",0,
"5305.29",0,"5305.29",0,
"5305.91",0,"5305.90",1,
"5305.99",0,"5305.90",1,
"5306.10",0,"5306.10",0,
"5306.20",0,"5306.20",0,
"5307.10",0,"5307.10",0,
"5307.20",0,"5307.20",0,
"5308.10",0,"5308.10",0,
"5308.20",0,"5308.20",0,
"5308.30",0,"5308.90",1,
"5308.90",0,"5308.90",1,
"5309.11",0,"5309.11",0,
"5309.19",0,"5309.19",0,
"5309.21",0,"5309.21",0,
"5309.29",0,"5309.29",0,
"5310.10",0,"5310.10",0,
"5310.90",0,"5310.90",0,
"5311.00",0,"5311.00",0,
"5401.10",0,"5401.10",0,
"5401.20",0,"5401.20",0,
"5402.10",0,"5402.10",0,
"5402.20",0,"5402.20",0,
"5402.31",0,"5402.31",0,
"5402.32",0,"5402.32",0,
"5402.33",0,"5402.33",0,
"5402.39",0,"5402.39",0,
"5402.41",0,"5402.41",0,
"5402.42",0,"5402.42",0,
"5402.43",0,"5402.43",0,
"5402.49",0,"5402.49",0,
"5402.51",0,"5402.51",0,
"5402.52",0,"5402.52",0,
"5402.59",0,"5402.59",0,
"5402.61",0,"5402.61",0,
"5402.62",0,"5402.62",0,
"5402.69",0,"5402.69",0,
"5403.10",0,"5403.10",0,
"5403.20",0,"5403.20",0,
"5403.31",0,"5403.31",0,
"5403.32",0,"5403.32",0,
"5403.33",0,"5403.33",0,
"5403.39",0,"5403.39",0,
"5403.41",0,"5403.41",0,
"5403.42",0,"5403.42",0,
"5403.49",0,"5403.49",0,
"5404.10",0,"5404.10",0,
"5404.90",0,"5404.90",0,
"5405.00",0,"5405.00",0,
"5406.10",0,"5406.10",0,
"5406.20",0,"5406.20",0,
"5407.10",0,"5407.10",0,
"5407.20",0,"5407.20",0,
"5407.30",0,"5407.30",0,
"5407.41",0,"5407.41",0,
"5407.42",0,"5407.42",0,
"5407.43",0,"5407.43",0,
"5407.44",0,"5407.44",0,
"5407.51",0,"5407.51",0,
"5407.52",0,"5407.52",0,
"5407.53",0,"5407.53",0,
"5407.54",0,"5407.54",0,
"5407.61",0,"5407.61",0,
"5407.69",0,"5407.69",0,
"5407.71",0,"5407.71",0,
"5407.72",0,"5407.72",0,
"5407.73",0,"5407.73",0,
"5407.74",0,"5407.74",0,
"5407.81",0,"5407.81",0,
"5407.82",0,"5407.82",0,
"5407.83",0,"5407.83",0,
"5407.84",0,"5407.84",0,
"5407.91",0,"5407.91",0,
"5407.92",0,"5407.92",0,
"5407.93",0,"5407.93",0,
"5407.94",0,"5407.94",0,
"5408.10",0,"5408.10",0,
"5408.21",0,"5408.21",0,
"5408.22",0,"5408.22",0,
"5408.23",0,"5408.23",0,
"5408.24",0,"5408.24",0,
"5408.31",0,"5408.31",0,
"5408.32",0,"5408.32",0,
"5408.33",0,"5408.33",0,
"5408.34",0,"5408.34",0,
"5501.10",0,"5501.10",0,
"5501.20",0,"5501.20",0,
"5501.30",0,"5501.30",0,
"5501.90",0,"5501.90",0,
"5502.00",0,"5502.00",0,
"5503.10",0,"5503.10",0,
"5503.20",0,"5503.20",0,
"5503.30",0,"5503.30",0,
"5503.40",0,"5503.40",0,
"5503.90",0,"5503.90",0,
"5504.10",0,"5504.10",0,
"5504.90",0,"5504.90",0,
"5505.10",0,"5505.10",0,
"5505.20",0,"5505.20",0,
"5506.10",0,"5506.10",0,
"5506.20",0,"5506.20",0,
"5506.30",0,"5506.30",0,
"5506.90",0,"5506.90",0,
"5507.00",0,"5507.00",0,
"5508.10",0,"5508.10",0,
"5508.20",0,"5508.20",0,
"5509.11",0,"5509.11",0,
"5509.12",0,"5509.12",0,
"5509.21",0,"5509.21",0,
"5509.22",0,"5509.22",0,
"5509.31",0,"5509.31",0,
"5509.32",0,"5509.32",0,
"5509.41",0,"5509.41",0,
"5509.42",0,"5509.42",0,
"5509.51",0,"5509.51",0,
"5509.52",0,"5509.52",0,
"5509.53",0,"5509.53",0,
"5509.59",0,"5509.59",0,
"5509.61",0,"5509.61",0,
"5509.62",0,"5509.62",0,
"5509.69",0,"5509.69",0,
"5509.91",0,"5509.91",0,
"5509.92",0,"5509.92",0,
"5509.99",0,"5509.99",0,
"5510.11",0,"5510.11",0,
"5510.12",0,"5510.12",0,
"5510.20",0,"5510.20",0,
"5510.30",0,"5510.30",0,
"5510.90",0,"5510.90",0,
"5511.10",0,"5511.10",0,
"5511.20",0,"5511.20",0,
"5511.30",0,"5511.30",0,
"5512.11",0,"5512.11",0,
"5512.19",0,"5512.19",0,
"5512.21",0,"5512.21",0,
"5512.29",0,"5512.29",0,
"5512.91",0,"5512.91",0,
"5512.99",0,"5512.99",0,
"5513.11",0,"5513.11",0,
"5513.12",0,"5513.12",0,
"5513.13",0,"5513.13",0,
"5513.19",0,"5513.19",0,
"5513.21",0,"5513.21",0,
"5513.22",0,"5513.22",0,
"5513.23",0,"5513.23",0,
"5513.29",0,"5513.29",0,
"5513.31",0,"5513.31",0,
"5513.32",0,"5513.32",0,
"5513.33",0,"5513.33",0,
"5513.39",0,"5513.39",0,
"5513.41",0,"5513.41",0,
"5513.42",0,"5513.42",0,
"5513.43",0,"5513.43",0,
"5513.49",0,"5513.49",0,
"5514.11",0,"5514.11",0,
"5514.12",0,"5514.12",0,
"5514.13",0,"5514.13",0,
"5514.19",0,"5514.19",0,
"5514.21",0,"5514.21",0,
"5514.22",0,"5514.22",0,
"5514.23",0,"5514.23",0,
"5514.29",0,"5514.29",0,
"5514.31",0,"5514.31",0,
"5514.32",0,"5514.32",0,
"5514.33",0,"5514.33",0,
"5514.39",0,"5514.39",0,
"5514.41",0,"5514.41",0,
"5514.42",0,"5514.42",0,
"5514.43",0,"5514.43",0,
"5514.49",0,"5514.49",0,
"5515.11",0,"5515.11",0,
"5515.12",0,"5515.12",0,
"5515.13",0,"5515.13",0,
"5515.19",0,"5515.19",0,
"5515.21",0,"5515.21",0,
"5515.22",0,"5515.22",0,
"5515.29",0,"5515.29",0,
"5515.91",0,"5515.91",0,
"5515.92",0,"5515.92",0,
"5515.99",0,"5515.99",0,
"5516.11",0,"5516.11",0,
"5516.12",0,"5516.12",0,
"5516.13",0,"5516.13",0,
"5516.14",0,"5516.14",0,
"5516.21",0,"5516.21",0,
"5516.22",0,"5516.22",0,
"5516.23",0,"5516.23",0,
"5516.24",0,"5516.24",0,
"5516.31",0,"5516.31",0,
"5516.32",0,"5516.32",0,
"5516.33",0,"5516.33",0,
"5516.34",0,"5516.34",0,
"5516.41",0,"5516.41",0,
"5516.42",0,"5516.42",0,
"5516.43",0,"5516.43",0,
"5516.44",0,"5516.44",0,
"5516.91",0,"5516.91",0,
"5516.92",0,"5516.92",0,
"5516.93",0,"5516.93",0,
"5516.94",0,"5516.94",0,
"5601.10",0,"5601.10",0,
"5601.21",0,"5601.21",0,
"5601.22",0,"5601.22",0,
"5601.29",0,"5601.29",0,
"5601.30",0,"5601.30",0,
"5602.10",0,"5602.10",0,
"5602.21",0,"5602.21",0,
"5602.29",0,"5602.29",0,
"5602.90",0,"5602.90",0,
"5603.11",0,"5603.11",0,
"5603.12",0,"5603.12",0,
"5603.13",0,"5603.13",0,
"5603.14",0,"5603.14",0,
"5603.91",0,"5603.91",0,
"5603.92",0,"5603.92",0,
"5603.93",0,"5603.93",0,
"5603.94",0,"5603.94",0,
"5604.10",0,"5604.10",0,
"5604.20",0,"5604.20",0,
"5604.90",0,"5604.90",0,
"5605.00",0,"5605.00",0,
"5606.00",0,"5606.00",0,
"5607.10",0,"5607.10",0,
"5607.21",0,"5607.21",0,
"5607.29",0,"5607.29",0,
"5607.30",0,"5607.90",1,
"5607.41",0,"5607.41",0,
"5607.49",0,"5607.49",0,
"5607.50",0,"5607.50",0,
"5607.90",0,"5607.90",1,
"5608.11",0,"5608.11",0,
"5608.19",0,"5608.19",0,
"5608.90",0,"5608.90",0,
"5609.00",0,"5609.00",0,
"5701.10",0,"5701.10",0,
"5701.90",0,"5701.90",0,
"5702.10",0,"5702.10",0,
"5702.20",0,"5702.20",0,
"5702.31",0,"5702.31",0,
"5702.32",0,"5702.32",0,
"5702.39",0,"5702.39",0,
"5702.41",0,"5702.41",0,
"5702.42",0,"5702.42",0,
"5702.49",0,"5702.49",0,
"5702.51",0,"5702.51",0,
"5702.52",0,"5702.52",0,
"5702.59",0,"5702.59",0,
"5702.91",0,"5702.91",0,
"5702.92",0,"5702.92",0,
"5702.99",0,"5702.99",0,
"5703.10",0,"5703.10",0,
"5703.20",0,"5703.20",0,
"5703.30",0,"5703.30",0,
"5703.90",0,"5703.90",0,
"5704.10",0,"5704.10",0,
"5704.90",0,"5704.90",0,
"5705.00",0,"5705.00",0,
"5801.10",0,"5801.10",0,
"5801.21",0,"5801.21",0,
"5801.22",0,"5801.22",0,
"5801.23",0,"5801.23",0,
"5801.24",0,"5801.24",0,
"5801.25",0,"5801.25",0,
"5801.26",0,"5801.26",0,
"5801.31",0,"5801.31",0,
"5801.32",0,"5801.32",0,
"5801.33",0,"5801.33",0,
"5801.34",0,"5801.34",0,
"5801.35",0,"5801.35",0,
"5801.36",0,"5801.36",0,
"5801.90",0,"5801.90",0,
"5802.11",0,"5802.11",0,
"5802.19",0,"5802.19",0,
"5802.20",0,"5802.20",0,
"5802.30",0,"5802.30",0,
"5803.10",0,"5803.10",0,
"5803.90",0,"5803.90",0,
"5804.10",0,"5804.10",0,
"5804.21",0,"5804.21",0,
"5804.29",0,"5804.29",0,
"5804.30",0,"5804.30",0,
"5805.00",0,"5805.00",0,
"5806.10",0,"5806.10",0,
"5806.20",0,"5806.20",0,
"5806.31",0,"5806.31",0,
"5806.32",0,"5806.32",0,
"5806.39",0,"5806.39",0,
"5806.40",0,"5806.40",0,
"5807.10",0,"5807.10",0,
"5807.90",0,"5807.90",0,
"5808.10",0,"5808.10",0,
"5808.90",0,"5808.90",0,
"5809.00",0,"5809.00",0,
"5810.10",0,"5810.10",0,
"5810.91",0,"5810.91",0,
"5810.92",0,"5810.92",0,
"5810.99",0,"5810.99",0,
"5811.00",0,"5811.00",0,
"5901.10",0,"5901.10",0,
"5901.90",0,"5901.90",0,
"5902.10",0,"5902.10",0,
"5902.20",0,"5902.20",0,
"5902.90",0,"5902.90",0,
"5903.10",0,"5903.10",0,
"5903.20",0,"5903.20",0,
"5903.90",0,"5903.90",0,
"5904.10",0,"5904.10",0,
"5904.91",0,"5904.90",1,
"5904.92",0,"5904.90",1,
"5905.00",0,"5905.00",0,
"5906.10",0,"5906.10",0,
"5906.91",0,"5906.91",0,
"5906.99",0,"5906.99",0,
"5907.00",0,"5907.00",0,
"5908.00",0,"5908.00",0,
"5909.00",0,"5909.00",0,
"5910.00",0,"5910.00",0,
"5911.10",0,"5911.10",0,
"5911.20",0,"5911.20",0,
"5911.31",0,"5911.31",0,
"5911.32",0,"5911.32",0,
"5911.40",0,"5911.40",0,
"5911.90",0,"5911.90",0,
"6001.10",0,"6001.10",0,
"6001.21",0,"6001.21",0,
"6001.22",0,"6001.22",0,
"6001.29",0,"6001.29",0,
"6001.91",0,"6001.91",0,
"6001.92",0,"6001.92",0,
"6001.99",0,"6001.99",0,
"6002.10",1,"6002.40",0,
"6002.10",1,"6002.90",0,
"6002.20",1,"6003.10",0,
"6002.20",1,"6003.20",0,
"6002.20",1,"6003.30",0,
"6002.20",1,"6003.40",0,
"6002.20",1,"6003.90",0,
"6002.30",1,"6004.10",0,
"6002.30",1,"6004.90",0,
"6002.41",0,"6005.10",0,
"6002.42",1,"6005.21",0,
"6002.42",1,"6005.22",0,
"6002.42",1,"6005.23",0,
"6002.42",1,"6005.24",0,
"6002.43",1,"6005.31",0,
"6002.43",1,"6005.32",0,
"6002.43",1,"6005.33",0,
"6002.43",1,"6005.34",0,
"6002.43",1,"6005.41",0,
"6002.43",1,"6005.42",0,
"6002.43",1,"6005.43",0,
"6002.43",1,"6005.44",0,
"6002.49",0,"6005.90",0,
"6002.91",0,"6006.10",0,
"6002.92",1,"6006.21",0,
"6002.92",1,"6006.22",0,
"6002.92",1,"6006.23",0,
"6002.92",1,"6006.24",0,
"6002.93",1,"6006.31",0,
"6002.93",1,"6006.32",0,
"6002.93",1,"6006.33",0,
"6002.93",1,"6006.34",0,
"6002.93",1,"6006.41",0,
"6002.93",1,"6006.42",0,
"6002.93",1,"6006.43",0,
"6002.93",1,"6006.44",0,
"6002.99",0,"6006.90",0,
"6101.10",0,"6101.10",0,
"6101.20",0,"6101.20",0,
"6101.30",0,"6101.30",0,
"6101.90",0,"6101.90",0,
"6102.10",0,"6102.10",0,
"6102.20",0,"6102.20",0,
"6102.30",0,"6102.30",0,
"6102.90",0,"6102.90",0,
"6103.11",0,"6103.11",0,
"6103.12",0,"6103.12",0,
"6103.19",0,"6103.19",0,
"6103.21",0,"6103.21",0,
"6103.22",0,"6103.22",0,
"6103.23",0,"6103.23",0,
"6103.29",0,"6103.29",0,
"6103.31",0,"6103.31",0,
"6103.32",0,"6103.32",0,
"6103.33",0,"6103.33",0,
"6103.39",0,"6103.39",0,
"6103.41",0,"6103.41",0,
"6103.42",0,"6103.42",0,
"6103.43",0,"6103.43",0,
"6103.49",0,"6103.49",0,
"6104.11",0,"6104.11",0,
"6104.12",0,"6104.12",0,
"6104.13",0,"6104.13",0,
"6104.19",0,"6104.19",0,
"6104.21",0,"6104.21",0,
"6104.22",0,"6104.22",0,
"6104.23",0,"6104.23",0,
"6104.29",0,"6104.29",0,
"6104.31",0,"6104.31",0,
"6104.32",0,"6104.32",0,
"6104.33",0,"6104.33",0,
"6104.39",0,"6104.39",0,
"6104.41",0,"6104.41",0,
"6104.42",0,"6104.42",0,
"6104.43",0,"6104.43",0,
"6104.44",0,"6104.44",0,
"6104.49",0,"6104.49",0,
"6104.51",0,"6104.51",0,
"6104.52",0,"6104.52",0,
"6104.53",0,"6104.53",0,
"6104.59",0,"6104.59",0,
"6104.61",0,"6104.61",0,
"6104.62",0,"6104.62",0,
"6104.63",0,"6104.63",0,
"6104.69",0,"6104.69",0,
"6105.10",0,"6105.10",0,
"6105.20",0,"6105.20",0,
"6105.90",0,"6105.90",0,
"6106.10",0,"6106.10",0,
"6106.20",0,"6106.20",0,
"6106.90",0,"6106.90",0,
"6107.11",0,"6107.11",0,
"6107.12",0,"6107.12",0,
"6107.19",0,"6107.19",0,
"6107.21",0,"6107.21",0,
"6107.22",0,"6107.22",0,
"6107.29",0,"6107.29",0,
"6107.91",0,"6107.91",0,
"6107.92",0,"6107.92",0,
"6107.99",0,"6107.99",0,
"6108.11",0,"6108.11",0,
"6108.19",0,"6108.19",0,
"6108.21",0,"6108.21",0,
"6108.22",0,"6108.22",0,
"6108.29",0,"6108.29",0,
"6108.31",0,"6108.31",0,
"6108.32",0,"6108.32",0,
"6108.39",0,"6108.39",0,
"6108.91",0,"6108.91",0,
"6108.92",0,"6108.92",0,
"6108.99",0,"6108.99",0,
"6109.10",0,"6109.10",0,
"6109.90",0,"6109.90",0,
"6110.10",1,"6110.11",0,
"6110.10",1,"6110.12",0,
"6110.10",1,"6110.19",0,
"6110.20",0,"6110.20",0,
"6110.30",0,"6110.30",0,
"6110.90",0,"6110.90",0,
"6111.10",0,"6111.10",0,
"6111.20",0,"6111.20",0,
"6111.30",0,"6111.30",0,
"6111.90",0,"6111.90",0,
"6112.11",0,"6112.11",0,
"6112.12",0,"6112.12",0,
"6112.19",0,"6112.19",0,
"6112.20",0,"6112.20",0,
"6112.31",0,"6112.31",0,
"6112.39",0,"6112.39",0,
"6112.41",0,"6112.41",0,
"6112.49",0,"6112.49",0,
"6113.00",0,"6113.00",0,
"6114.10",0,"6114.10",0,
"6114.20",0,"6114.20",0,
"6114.30",0,"6114.30",0,
"6114.90",0,"6114.90",0,
"6115.11",0,"6115.11",0,
"6115.12",0,"6115.12",0,
"6115.19",0,"6115.19",0,
"6115.20",0,"6115.20",0,
"6115.91",0,"6115.91",0,
"6115.92",0,"6115.92",0,
"6115.93",0,"6115.93",0,
"6115.99",0,"6115.99",0,
"6116.10",0,"6116.10",0,
"6116.91",0,"6116.91",0,
"6116.92",0,"6116.92",0,
"6116.93",0,"6116.93",0,
"6116.99",0,"6116.99",0,
"6117.10",0,"6117.10",0,
"6117.20",0,"6117.20",0,
"6117.80",0,"6117.80",0,
"6117.90",0,"6117.90",0,
"6201.11",0,"6201.11",0,
"6201.12",0,"6201.12",0,
"6201.13",0,"6201.13",0,
"6201.19",0,"6201.19",0,
"6201.91",0,"6201.91",0,
"6201.92",0,"6201.92",0,
"6201.93",0,"6201.93",0,
"6201.99",0,"6201.99",0,
"6202.11",0,"6202.11",0,
"6202.12",0,"6202.12",0,
"6202.13",0,"6202.13",0,
"6202.19",0,"6202.19",0,
"6202.91",0,"6202.91",0,
"6202.92",0,"6202.92",0,
"6202.93",0,"6202.93",0,
"6202.99",0,"6202.99",0,
"6203.11",0,"6203.11",0,
"6203.12",0,"6203.12",0,
"6203.19",0,"6203.19",0,
"6203.21",0,"6203.21",0,
"6203.22",0,"6203.22",0,
"6203.23",0,"6203.23",0,
"6203.29",0,"6203.29",0,
"6203.31",0,"6203.31",0,
"6203.32",0,"6203.32",0,
"6203.33",0,"6203.33",0,
"6203.39",0,"6203.39",0,
"6203.41",0,"6203.41",0,
"6203.42",0,"6203.42",0,
"6203.43",0,"6203.43",0,
"6203.49",0,"6203.49",0,
"6204.11",0,"6204.11",0,
"6204.12",0,"6204.12",0,
"6204.13",0,"6204.13",0,
"6204.19",0,"6204.19",0,
"6204.21",0,"6204.21",0,
"6204.22",0,"6204.22",0,
"6204.23",0,"6204.23",0,
"6204.29",0,"6204.29",0,
"6204.31",0,"6204.31",0,
"6204.32",0,"6204.32",0,
"6204.33",0,"6204.33",0,
