Nome Município;Cod Município Completo
Itapagipe;3133402
Iturama;3134400
Limeira do Oeste;3138625
Pirajuba;3150703
Planura;3151602
Sao Francisco de Sales;3161304
Uniao de Minas;3170438
Agua Comprida;3100708
Campo Florido;3111408
Conceicao das Alagoas;3117306
Conquista;3118205
Delta;3121258
Uberaba;3170107
Verissimo;3171105
Araxa;3104007
Campos Altos;3111507
Ibia;3129509
Nova Ponte;3145000
Pedrinopolis;3149200
Perdizes;3149804
Pratinha;3153004
Sacramento;3156908
Santa Juliana;3157708
Tapira;3168101
Abaete;3100203
Biquinhas;3107000
Cedro do Abaete;3115607
Morada Nova de Minas;3143500
Paineiras;3146404
Pompeu;3152006
Tres Marias;3169356
Augusto de Lima;3104809
Buenopolis;3109204
Corinto;3119104
Curvelo;3120904
Felixlandia;3125705
Inimutaba;3131109
Joaquim Felicio;3136405
Monjolos;3142502
Morro da Garca;3143609
Presidente Juscelino;3153202
Santo Hipolito;3160603
Araujos;3103900
Bom Despacho;3107406
Dores do Indaia;3123205
Estrela do Indaia;3124708
Japaraiba;3135308
Lagoa da Prata;3137205
Leandro Ferreira;3138302
Luz;3138807
Martinho Campos;3140506
Moema;3142403
Quartel Geral;3153707
Serra da Saudade;3166600
Aracai;3103207
Baldim;3105004
Cachoeira da Prata;3109600
Caetanopolis;3109907
Capim Branco;3112505
Cordisburgo;3118908
Fortuna de Minas;3126406
Funilandia;3127206
Inhauma;3131000
Jaboticatubas;3134608
Jequitiba;3135704
Maravilhas;3139706
Matozinhos;3141108
Papagaios;3146909
Paraopeba;3147402
Pequi;3149606
Prudente de Morais;3153608
Santana de Pirapama;3158508
Santana do Riacho;3159001
Sete Lagoas;3167202
Alvorada de Minas;3102407
Conceicao do Mato Dentro;3117504
Congonhas do Norte;3118106
Dom Joaquim;3122603
Itambe do Mato Dentro;3132800
Morro do Pilar;3143708
Passabem;3147501
Rio Vermelho;3156007
Santo Antonio do Itambe;3160207
Santo Antonio do Rio Abaixo;3160504
Sao Sebastiao do Rio Preto;3164803
Serra Azul de Minas;3166501
Serro;3167103
Florestal;3126000
Onca de Pitangui;3145802
Para de Minas;3147105
Pitangui;3151404
Sao Jose da Varginha;3163102
Belo Horizonte;3106200
Betim;3106705
Brumadinho;3109006
Caete;3110004
Confins;3117876
Contagem;3118601
Esmeraldas;3124104
Ibirite;3129806
Igarape;3130101
Juatuba;3136652
Lagoa Santa;3137601
Mario Campos;3140159
Mateus Leme;3140704
Nova Lima;3144805
Pedro Leopoldo;3149309
Raposos;3153905
Ribeirao das Neves;3154606
Rio Acima;3154804
Sabara;3156700
Santa Luzia;3157807
Sao Joaquim de Bicas;3162922
Sao Jose da Lapa;3162955
Sarzedo;3165537
Vespasiano;3171204
Alvinopolis;3102308
Barao de Cocais;3105400
Bela Vista de Minas;3106002
Bom Jesus do Amparo;3107703
Catas Altas;3115359
Dionisio;3121803
Ferros;3125903
Itabira;3131703
Joao Monlevade;3136207
Nova Uniao;3136603
Nova Era;3144706
Rio Piracicaba;3155702
Santa Barbara;3157203
Santa Maria de Itabira;3158003
Sao Domingos do Prata;3161007
Sao Goncalo do Rio Abaixo;3161908
Sao Jose do Goiabal;3163409
Taquaracu de Minas;3168309
Belo Vale;3106408
Bonfim;3108107
Crucilandia;3120607
Itaguara;3132206
Itatiaiucu;3133709
Jeceaba;3135407
Moeda;3142304
Piedade dos Gerais;3150406
Rio Manso;3155306
Diogo de Vasconcelos;3121704
Itabirito;3131901
Mariana;3140001
Ouro Preto;3146107
Casa Grande;3114907
Catas Altas da Noruega;3115409
Congonhas;3118007
Conselheiro Lafaiete;3118304
Cristiano Otoni;3120409
Desterro de Entre Rios;3121407
Entre Rios de Minas;3123908
Itaverava;3133907
Ouro Branco;3145901
Queluzito;3153806
Santana dos Montes;3159100
Sao Bras do Suacui;3160900
Braunas;3108800
Carmesia;3113800
Coluna;3116803
Divinolandia de Minas;3122207
Dores de Guanhaes;3123106
Gonzaga;3127503
Guanhaes;3128006
Materlandia;3140605
Paulistas;3148400
Sabinopolis;3156809
Santa Efigenia de Minas;3157500
Sao Joao Evangelista;3162807
Sardoa;3165503
Senhora do Porto;3166105
Virginopolis;3171808
Agua Boa;3100609
Cantagalo;3112059
Frei Lagonegro;3126950
Jose Raydan;3136553
Pecanha;3148608
Santa Maria do Suacui;3158201
Sao Jose do Jacuri;3163508
Sao Pedro do Suacui;3164100
Sao Sebastiao do Maranhao;3164506
Alpercata;3101805
Campanario;3110806
Capitao Andrade;3112653
Coroaci;3119203
Divino das Laranjeiras;3122108
Engenheiro Caldas;3123700
Fernandes Tourinho;3125804
Frei Inocencio;3126901
Galileia;3127305
Governador Valadares;3127701
Itambacuri;3132701
Itanhomi;3133204
Jampruca;3135076
Marilac;3140100
Nacip Raydan;3144201
Nova Modica;3144904
Pescador;3150000
Sao Geraldo da Piedade;3161601
Sao Geraldo do Baixio;3161650
Sao Jose da Safira;3163003
Sao Jose do Divino;3163300
Sobralia;3167707
Tumiritinga;3169505
Mathias Lobato;3171501
Virgolandia;3171907
Central de Minas;3115706
Itabirinha;3131802
Mantena;3139607
Mendes Pimentel;3141504
Nova Belem;3144672
Sao Felix de Minas;3161056
Sao Joao do Manteninha;3162575
Acucena;3100500
Antonio Dias;3103009
Belo Oriente;3106309
Coronel Fabriciano;3119401
Ipatinga;3131307
Jaguaracu;3135001
Joanesia;3136108
Marlieria;3140308
Mesquita;3141702
Naque;3144359
Periquito;3149952
Santana do Paraiso;3158953
Timoteo;3168705
Bom Jesus do Galho;3107802
Bugre;3109253
Caratinga;3113404
Corrego Novo;3120003
Dom Cavati;3122504
Entre Folhas;3123858
Iapu;3129301
Imbe de Minas;3130556
Inhapim;3130903
Ipaba;3131158
Piedade de Caratinga;3150158
"Pingo-d'Agua";3150539
Santa Barbara do Leste;3157252
Santa Rita de Minas;3159357
Sao Domingos das Dores;3160959
Sao Joao do Oriente;3162609
Sao Sebastiao do Anta;3164472
Tarumirim;3168408
Ubaporanga;3170057
Vargem Alegre;3170578
Aimores;3101102
Alvarenga;3102209
Conceicao de Ipanema;3117405
Conselheiro Pena;3118403
Cuparaque;3120839
Goiabeira;3127370
Ipanema;3131208
Itueta;3134103
Mutum;3144003
Pocrane;3151909
Resplendor;3154309
Santa Rita do Itueto;3159506
Taparuba;3168051
Bambui;3105103
Corrego Danta;3119807
Doresopolis;3123403
Iguatama;3130309
Medeiros;3141306
Piumhi;3151503
Sao Roque de Minas;3164308
Tapirai;3168200
Vargem Bonita;3170602
Carmo do Cajuru;3114204
Claudio;3116605
Conceicao do Para;3117603
Divinopolis;3122306
Igaratinga;3130200
Itauna;3133808
Nova Serrana;3145208
Perdigao;3149705
Santo Antonio do Monte;3160405
Sao Goncalo do Para;3161809
Sao Sebastiao do Oeste;3164605
Arcos;3104205
Camacho;3110400
Corrego Fundo;3119955
Formiga;3126109
Itapecerica;3133501
Pains;3146503
Pedra do Indaia;3148905
Pimenta;3150505
Aguanil;3100807
Campo Belo;3111200
Cana Verde;3111903
Candeias;3112000
Cristais;3120201
Perdoes;3149903
Santana do Jacare;3158805
Bom Sucesso;3108008
Carmo da Mata;3114006
Carmopolis de Minas;3114501
Ibituruna;3130002
Oliveira;3145604
Passa Tempo;3147709
Piracema;3150604
Santo Antonio do Amparo;3159902
Sao Francisco de Paula;3161205
Alpinopolis;3101904
Bom Jesus da Penha;3107604
Capetinga;3112406
Capitolio;3112802
Cassia;3115102
Claraval;3116407
Delfinopolis;3121209
Fortaleza de Minas;3126307
Ibiraci;3129707
Itau de Minas;3133758
Passos;3147907
Pratapolis;3152907
Sao Joao Batista do Gloria;3162203
Sao Jose da Barra;3162948
Arceburgo;3104106
Cabo Verde;3109501
Guaranesia;3128303
Guaxupe;3128709
Itamogi;3132909
Jacui;3134806
Juruaia;3136900
Monte Belo;3143005
Monte Santo de Minas;3143203
Muzambinho;3144102
Nova Resende;3145109
Sao Pedro da Uniao;3163904
Sao Sebastiao do Paraiso;3164704
Sao Tomas de Aquino;3165107
Alfenas;3101607
Alterosa;3102001
Areado;3104304
Carmo do Rio Claro;3114402
Carvalhopolis;3114709
Conceicao da Aparecida;3117108
Divisa Nova;3122405
Fama;3125200
Machado;3139003
Paraguacu;3147204
Poco Fundo;3151701
Serrania;3166907
Boa Esperanca;3107109
Campanha;3110905
Campo do Meio;3111309
Campos Gerais;3111606
Carmo da Cachoeira;3113909
Coqueiral;3118700
Eloi Mendes;3123601
Guape;3128105
Ilicinea;3130507
Monsenhor Paulo;3142601
Santana da Vargem;3158300
Sao Bento Abade;3160801
Sao Thome das Letras;3165206
Tres Coracoes;3169307
Tres Pontas;3169406
Varginha;3170701
Albertina;3101409
Andradas;3102605
Bandeira do Sul;3105301
Botelhos;3108404
Caldas;3110301
Campestre;3111002
Ibitiura de Minas;3129905
Inconfidentes;3130606
Jacutinga;3134905
Monte Siao;3143401
Ouro Fino;3146008
Pocos de Caldas;3151800
Santa Rita de Caldas;3159209
Bom Repouso;3107901
Borda da Mata;3108305
Bueno Brandao;3109105
Camanducaia;3110509
Cambui;3110608
Congonhal;3117900
Corrego do Bom Jesus;3119906
Espirito Santo do Dourado;3124401
Estiva;3124500
Extrema;3125101
Goncalves;3127404
Ipuiuna;3131505
Itapeva;3133600
Munhoz;3143807
Pouso Alegre;3152501
Sapucai-Mirim;3165404
Senador Amaral;3165578
Senador Jose Bento;3165800
Tocos do Moji;3169059
Toledo;3169109
Cachoeira de Minas;3109709
Careacu;3113602
Conceicao das Pedras;3117207
Conceicao dos Ouros;3117801
Cordislandia;3119005
Heliodora;3129202
Natercia;3144409
Pedralva;3149101
Santa Rita do Sapucai;3159605
Sao Goncalo do Sapucai;3162005
Sao Joao da Mata;3162302
Sao Jose do Alegre;3163201
Sao Sebastiao da Bela Vista;3164407
Silvianopolis;3167400
Turvolandia;3169802
Alagoa;3101300
Baependi;3104908
Cambuquira;3110707
Carmo de Minas;3114105
Caxambu;3115508
Conceicao do Rio Verde;3117702
Itamonte;3133006
Itanhandu;3133105
Jesuania;3135902
Lambari;3137809
Olimpio Noronha;3145505
Passa Quatro;3147600
Pouso Alto;3152600
Sao Lourenco;3163706
Sao Sebastiao do Rio Verde;3164902
Soledade de Minas;3167806
Aiuruoca;3101201
Andrelandia;3102803
Arantina;3103603
Bocaina de Minas;3107208
Bom Jardim de Minas;3107505
Carvalhos;3114808
Cruzilia;3120805
Liberdade;3138500
Minduri;3141900
Passa-Vinte;3147808
Sao Vicente de Minas;3165305
Seritinga;3166402
Serranos;3167004
Brazopolis;3108909
Consolacao;3118502
Cristina;3120508
Delfim Moreira;3121100
Dom Vicoso;3122801
Itajuba;3132404
Maria da Fe;3139904
Marmelopolis;3140407
Paraisopolis;3147303
Pirangucu;3150901
Piranguinho;3151008
Virginia;3171709
Wenceslau Braz;3172202
Carrancas;3114600
Ijaci;3130408
Ingai;3130804
Itumirim;3134301
Itutinga;3134509
Lavras;3138203
Luminarias;3138708
Nepomuceno;3144607
Ribeirao Vermelho;3154705
Conceicao da Barra de Minas;3115201
Coronel Xavier Chaves;3119708
Dores de Campos;3123007
Lagoa Dourada;3137403
Madre de Deus de Minas;3139102
Nazareno;3144508
Piedade do Rio Grande;3150307
Prados;3152709
Resende Costa;3154200
Ritapolis;3156106
Santa Cruz de Minas;3157336
Santana do Garambeu;3158706
Sao Joao del Rei;3162500
Sao Tiago;3165008
Tiradentes;3168804
Alfredo Vasconcelos;3101631
Antonio Carlos;3102902
Barbacena;3105608
Barroso;3105905
Capela Nova;3112208
Caranaiba;3113107
Carandai;3113206
Desterro do Melo;3121506
Ibertioga;3129400
Ressaquinha;3154408
Santa Barbara do Tugurio;3157302
Senhora dos Remedios;3166204
Acaiaca;3100401
Barra Longa;3105707
Dom Silverio;3122702
Guaraciaba;3128204
Jequeri;3135506
Oratorios;3145851
Piedade de Ponte Nova;3150208
Ponte Nova;3152105
Raul Soares;3154002
Rio Casca;3154903
Rio Doce;3155009
Santa Cruz do Escalvado;3157401
Santo Antonio do Grama;3160108
Sao Pedro dos Ferros;3164001
Sem-Peixe;3165560
Sericita;3166303
Urucania;3170503
Vermelho Novo;3171154
Abre Campo;3100302
Alto Caparao;3102050
Caparao;3112109
Caputira;3112901
Chale;3116001
Durande;3123528
Lajinha;3137700
Luisburgo;3138674
Manhuacu;3139409
Manhumirim;3139508
Martins Soares;3140530
Matipo;3140902
Pedra Bonita;3148756
Alto Jequitiba;3153509
Reduto;3154150
Santa Margarida;3157906
Santana do Manhuacu;3158904
Sao Joao do Manhuacu;3162559
Sao Jose do Mantimento;3163607
Simonesia;3167608
Alto Rio Doce;3102100
Amparo do Serra;3102506
Araponga;3103702
Bras Pires;3108701
Cajuri;3110202
Canaa;3111705
Cipotanea;3116308
Coimbra;3116704
Ervalia;3124005
Lamim;3137908
Paula Candido;3148301
Pedra do Anta;3148806
Piranga;3150802
Porto Firme;3152303
Presidente Bernardes;3153103
Rio Espera;3155207
Sao Miguel do Anta;3163805
Senhora de Oliveira;3166006
Teixeiras;3168507
Vicosa;3171303
Antonio Prado de Minas;3103108
Barao de Monte Alto;3105509
Caiana;3110103
Carangola;3113305
Divino;3122009
Espera Feliz;3124203
Eugenopolis;3124906
Faria Lemos;3125309
Fervedouro;3125952
Miradouro;3142106
Mirai;3142205
Muriae;3143906
Orizania;3145877
Patrocinio do Muriae;3148202
Pedra Dourada;3149002
Rosario da Limeira;3156452
Sao Francisco do Gloria;3161403
Sao Sebastiao da Vargem Alegre;3164431
Tombos;3169208
Vieiras;3171402
Astolfo Dutra;3104601
Divinesia;3121902
Dores do Turvo;3123304
Guarani;3128402
Guidoval;3128808
Guiricema;3129004
Merces;3141603
Pirauba;3151305
Rio Pomba;3155801
Rodeiro;3156304
Sao Geraldo;3161502
Senador Firmino;3165701
Silveirania;3167301
Tabuleiro;3167905
Tocantins;3169000
Uba;3169901
Visconde do Rio Branco;3172004
Aracitaba;3103306
Belmiro Braga;3106101
Bias Fortes;3106804
Bicas;3106903
Chacara;3115904
Chiador;3116209
Coronel Pacheco;3119609
Descoberto;3121308
Ewbank da Camara;3125002
Goiana;3127388
Guarara;3128501
Juiz de Fora;3136702
Lima Duarte;3138609
Mar de Espanha;3139805
Maripa de Minas;3140209
Matias Barbosa;3140803
Olaria;3145406
Oliveira Fortes;3145703
Paiva;3146602
Pedro Teixeira;3149408
Pequeri;3149507
Piau;3150109
Rio Novo;3155405
Rio Preto;3155900
Rochedo de Minas;3156205
Santa Barbara do Monte Verde;3157278
Santana do Deserto;3158607
Santa Rita de Jacutinga;3159308
Santa Rita de Ibitipoca;3159407
Santos Dumont;3160702
Sao Joao Nepomuceno;3162906
Senador Cortes;3165602
Simao Pereira;3167509
Alem Paraiba;3101508
Argirita;3104403
Cataguases;3115300
Dona Eusebia;3122900
Estrela Dalva;3124609
Itamarati de Minas;3132602
Laranjal;3138005
Leopoldina;3138401
Palma;3146701
Pirapetinga;3151107
Recreio;3154101
Santana de Cataguases;3158409
Santo Antonio do Aventureiro;3160009
Volta Grande;3172103
Agua Doce do Norte;3200169
Barra de Sao Francisco;3200904
Ecoporanga;3202108
Mantenopolis;3203304
Aguia Branca;3200136
Boa Esperanca;3201001
Nova Venecia;3203908
Sao Gabriel da Palha;3204708
Vila Pavao;3205150
Vila Valerio;3205176
Alto Rio Novo;3200359
Baixo Guandu;3200805
Colatina;3201506
Governador Lindenberg;3202256
Marilandia;3203353
Pancas;3204005
Sao Domingos do Norte;3204658
Montanha;3203502
Mucurici;3203601
Pinheiros;3204104
Ponto Belo;3204252
Conceicao da Barra;3201605
Jaguare;3203056
Pedro Canario;3204054
Sao Mateus;3204906
Aracruz;3200607
Fundao;3202207
Ibiracu;3202504
Joao Neiva;3203130
Linhares;3203205
Rio Bananal;3204351
Sooretama;3205010
Afonso Claudio;3200102
Brejetuba;3201159
Conceicao do Castelo;3201704
Domingos Martins;3201902
Laranja da Terra;3203163
Marechal Floriano;3203346
Venda Nova do Imigrante;3205069
Itaguacu;3202702
Itarana;3202900
Santa Leopoldina;3204500
Santa Maria de Jetiba;3204559
Santa Teresa;3204609
Sao Roque do Canaa;3204955
Cariacica;3201308
Serra;3205002
Viana;3205101
Vila Velha;3205200
Vitoria;3205309
Alfredo Chaves;3200300
Anchieta;3200409
Guarapari;3202405
Iconha;3202603
Piuma;3204203
Rio Novo do Sul;3204401
Alegre;3200201
Divino de Sao Lourenco;3201803
Dores do Rio Preto;3202009
Guacui;3202306
Ibatiba;3202454
Ibitirama;3202553
Irupi;3202652
Iuna;3203007
Muniz Freire;3203700
Apiaca;3200508
Atilio Vivacqua;3200706
Bom Jesus do Norte;3201100
Cachoeiro de Itapemirim;3201209
Castelo;3201407
Jeronimo Monteiro;3203106
Mimoso do Sul;3203403
Muqui;3203809
Sao Jose do Calcado;3204807
Vargem Alta;3205036
Itapemirim;3202801
Marataizes;3203320
Presidente Kennedy;3204302
Bom Jesus do Itabapoana;3300605
Italva;3302056
Itaperuna;3302205
Laje do Muriae;3302304
Natividade;3303104
Porciuncula;3304102
Varre-Sai;3306156
Aperibe;3300159
Cambuci;3300902
Itaocara;3302106
Miracema;3303005
Santo Antonio de Padua;3304706
Sao Jose de Uba;3305133
Campos dos Goytacazes;3301009
Cardoso Moreira;3301157
Sao Francisco de Itabapoana;3304755
Sao Fidelis;3304805
Sao Joao da Barra;3305000
Carapebus;3300936
Conceicao de Macabu;3301405
Macae;3302403
Quissama;3304151
Areal;3300225
Comendador Levy Gasparian;3300951
Paraiba do Sul;3303708
Sapucaia;3305406
Tres Rios;3306008
Cantagalo;3301108
Carmo;3301207
Cordeiro;3301504
Macuco;3302452
Bom Jardim;3300506
Duas Barras;3301603
Nova Friburgo;3303401
Sumidouro;3305703
Santa Maria Madalena;3304607
Sao Sebastiao do Alto;3305307
Trajano de Moraes;3305901
Casimiro de Abreu;3301306
Rio das Ostras;3304524
Silva Jardim;3305604
Araruama;3300209
Armacao dos Buzios;3300233
Arraial do Cabo;3300258
Cabo Frio;3300704
Iguaba Grande;3301876
Sao Pedro da Aldeia;3305208
Saquarema;3305505
Barra Mansa;3300407
Itatiaia;3302254
Pinheiral;3303955
Pirai;3304003
Porto Real;3304110
Quatis;3304128
Resende;3304201
Rio Claro;3304409
Volta Redonda;3306305
Barra do Pirai;3300308
Rio das Flores;3304508
Valenca;3306107
Angra dos Reis;3300100
Paraty;3303807
Engenheiro Paulo de Frontin;3301801
Mendes;3302809
Miguel Pereira;3302908
Paracambi;3303609
Paty do Alferes;3303856
Vassouras;3306206
Petropolis;3303906
Sao Jose do Vale do Rio Preto;3305158
Teresopolis;3305802
Cachoeiras de Macacu;3300803
Rio Bonito;3304300
Itaguai;3302007
Mangaratiba;3302601
Seropedica;3305554
Belford Roxo;3300456
Duque de Caxias;3301702
Guapimirim;3301850
Itaborai;3301900
Japeri;3302270
Mage;3302502
Marica;3302700
Mesquita;3302858
Nilopolis;3303203
Niteroi;3303302
Nova Iguacu;3303500
Queimados;3304144
Rio de Janeiro;3304557
Sao Goncalo;3304904
Sao Joao de Meriti;3305109
Tangua;3305752
"Aparecida d'Oeste";3502606
Aspasia;3503950
Dirce Reis;3513850
Dolcinopolis;3514205
Jales;3524808
Marinopolis;3529104
Mesopolis;3529658
Nova Canaa Paulista;3532843
"Palmeira d'Oeste";3535200
Paranapua;3535903
Pontalinda;3540259
Populina;3540408
Rubineia;3544509
Santa Albertina;3545704
"Santa Clara d'Oeste";3546108
Santa Fe do Sul;3546603
Santana da Ponte Pensa;3547205
"Santa Rita d'Oeste";3547403
Santa Salete;3547650
Sao Francisco;3549003
Tres Fronteiras;3554904
Urania;3555802
Vitoria Brasil;3556958
"Estrela d'Oeste";3515202
Fernandopolis;3515509
"Guarani d'Oeste";3518008
Indiapora;3520707
Macedonia;3528205
Meridiano;3529609
Mira Estrela;3530003
Ouroeste;3534757
Pedranopolis;3536901
Sao Joao das Duas Pontes;3549201
Turmalina;3555307
Alvares Florence;3501202
Americo de Campos;3501806
Cardoso;3510708
Cosmorama;3512902
Parisi;3536257
Pontes Gestal;3540309
Riolandia;3544202
Valentim Gentil;3556107
Votuporanga;3557105
Adolfo;3500204
Altair;3500907
Bady Bassitt;3504602
Balsamo;3504800
Cedral;3511300
Guapiacu;3517505
Guaraci;3517901
Ibira;3519402
Icem;3519808
Ipigua;3521150
Jaci;3524501
Jose Bonifacio;3525706
Mendonca;3529500
Mirassol;3530300
Mirassolandia;3530409
Nova Alianca;3532801
Nova Granada;3533007
Olimpia;3533908
Onda Verde;3534005
Orindiuva;3534203
Palestina;3535002
Paulo de Faria;3536604
Planalto;3539608
Potirendaba;3540804
Sao Jose do Rio Preto;3549805
Tanabi;3553401
Ubarana;3555356
Uchoa;3555604
Zacarias;3557154
Ariranha;3503703
Cajobi;3509304
Catanduva;3511102
Catigua;3511201
Elisiario;3514924
Embauba;3514957
Novais;3533254
Palmares Paulista;3535101
Paraiso;3535705
Pindorama;3538105
Santa Adelia;3545605
Severinia;3551900
Tabapua;3552601
Auriflama;3504206
Floreal;3515905
Gastao Vidigal;3516804
General Salgado;3516903
Guzolandia;3518909
Magda;3528304
Nova Castilho;3532868
Nova Luzitania;3533304
Sao Joao de Iracema;3549250
Macaubal;3528106
Moncoes;3531001
Monte Aprazivel;3531407
Neves Paulista;3532504
Nhandeara;3532603
Nipoa;3532702
Poloni;3539905
Sebastianopolis do Sul;3551306
Uniao Paulista;3555703
Irapua;3521507
Itajobi;3521903
Marapoama;3528858
Novo Horizonte;3533502
Sales;3544806
Urupes;3556008
Barretos;3505500
Colina;3512001
Colombia;3512100
Guaira;3517406
Ipua;3521309
Jaborandi;3524204
Miguelopolis;3529708
Morro Agudo;3531902
Nuporanga;3533601
Orlandia;3534302
Sales Oliveira;3544905
Sao Joaquim da Barra;3549409
Aramina;3503000
Buritizal;3508207
Guara;3517703
Igarapava;3520103
Ituverava;3524105
Cristais Paulista;3513207
Franca;3516200
Itirapua;3523701
Jeriquara;3525409
Patrocinio Paulista;3536307
Pedregulho;3537008
Restinga;3542701
Ribeirao Corrente;3543105
Rifaina;3543600
Sao Jose da Bela Vista;3549508
Bebedouro;3506102
Candido Rodrigues;3510104
Fernando Prestes;3515608
Guariba;3518602
Jaboticabal;3524303
Monte Alto;3531308
Monte Azul Paulista;3531506
Pirangi;3539004
Pitangueiras;3539509
Santa Ernestina;3546504
Taiacu;3553104
Taiuva;3553203
Taquaral;3553658
Taquaritinga;3553708
Terra Roxa;3554409
Viradouro;3556800
Vista Alegre do Alto;3556909
Barrinha;3505609
Brodowski;3507803
Cravinhos;3513108
Dumont;3514601
Guatapara;3518859
Jardinopolis;3525102
Luis Antonio;3527603
Pontal;3540200
Pradopolis;3540903
Ribeirao Preto;3543402
Santa Rita do Passa Quatro;3547502
Santa Rosa de Viterbo;3547601
Sao Simao;3550902
Serra Azul;3551405
Serrana;3551504
Sertaozinho;3551702
Altinopolis;3501004
Batatais;3505906
Cajuru;3509403
Cassia dos Coqueiros;3510906
Santa Cruz da Esperanca;3546256
Santo Antonio da Alegria;3547908
Andradina;3502101
Castilho;3511003
Guaracai;3517802
Ilha Solteira;3520442
Itapura;3523008
Mirandopolis;3530102
Murutinga do Sul;3532108
Nova Independencia;3533205
Pereira Barreto;3537404
Sud Mennucci;3552304
Suzanapolis;3552551
Aracatuba;3502804
Bento de Abreu;3506201
Guararapes;3518206
Lavinia;3526506
Rubiacea;3544400
Santo Antonio do Aracangua;3548054
Valparaiso;3556305
Alto Alegre;3501103
Avanhandava;3504404
Barbosa;3505104
Bilac;3506409
Birigui;3506508
Brauna;3507704
Brejo Alegre;3507753
Buritama;3508108
Clementina;3511904
Coroados;3512506
Gabriel Monteiro;3516507
Glicerio;3517109
Lourdes;3527256
Luiziania;3527702
Penapolis;3537305
Piacatu;3537701
Santopolis do Aguapei;3548401
Turiuba;3555208
Cafelandia;3508801
Getulina;3517000
Guaicara;3517208
Guaimbe;3517307
Julio Mesquita;3525805
Lins;3527108
Promissao;3541604
Sabino;3544608
Agudos;3500709
Arealva;3503406
Areiopolis;3503604
Avai;3504305
Balbinos;3504701
Bauru;3506003
Borebi;3507456
Cabralia Paulista;3508306
Duartina;3514502
Guaranta;3518107
Iacanga;3519105
Lencois Paulista;3526803
Lucianopolis;3527504
Paulistania;3536570
Pirajui;3538907
Piratininga;3539400
Pongai;3540101
Presidente Alves;3541109
Reginopolis;3542503
Ubirajara;3555505
Uru;3555901
Bariri;3505203
Barra Bonita;3505302
Bocaina;3506805
Boraceia;3507308
Dois Corregos;3514106
Igaracu do Tiete;3520004
Itaju;3522000
Itapui;3522901
Jau;3525300
Macatuba;3528007
Mineiros do Tiete;3529807
Pederneiras;3536703
Aguas de Santa Barbara;3500550
Arandu;3503109
Avare;3504503
Cerqueira Cesar;3511409
Iaras;3519253
Itai;3521804
Itatinga;3523503
Paranapanema;3535804
Anhembi;3502309
Bofete;3506904
Botucatu;3507506
Conchas;3512308
Pardinho;3536109
Pratania;3541059
Sao Manuel;3550100
Americo Brasiliense;3501707
Araraquara;3503208
Boa Esperanca do Sul;3506706
Borborema;3507407
Dobrada;3514007
Gaviao Peixoto;3516853
Ibitinga;3519600
Itapolis;3522703
Matao;3529302
Motuca;3532058
Nova Europa;3532900
Rincao;3543709
Santa Lucia;3546900
Tabatinga;3552700
Trabiju;3554755
Analandia;3502002
Descalvado;3513702
Dourado;3514304
Ibate;3519303
Ribeirao Bonito;3542909
Sao Carlos;3548906
Brotas;3507902
Corumbatai;3512704
Ipeuna;3521101
Itirapina;3523602
Rio Claro;3543907
Torrinha;3554706
Araras;3503307
Conchal;3512209
Cordeiropolis;3512407
Iracemapolis;3521408
Leme;3526704
Limeira;3526902
Santa Cruz da Conceicao;3546207
Santa Gertrudes;3546702
Aguas de Sao Pedro;3500600
Capivari;3510401
Charqueada;3511706
Jumirim;3525854
Mombuca;3530904
Piracicaba;3538709
Rafard;3542107
Rio das Pedras;3544004
Saltinho;3545159
Santa Maria da Serra;3547007
Sao Pedro;3550407
Tiete;3554508
Aguai;3500303
Pirassununga;3539301
Porto Ferreira;3540705
Santa Cruz das Palmeiras;3546306
Aguas da Prata;3500402
Caconde;3508702
Casa Branca;3510807
Divinolandia;3513900
Espirito Santo do Pinhal;3515186
Itobi;3523800
Mococa;3530508
Santo Antonio do Jardim;3548104
Sao Joao da Boa Vista;3549102
Sao Jose do Rio Pardo;3549706
Sao Sebastiao da Grama;3550803
Tambau;3553302
Tapiratiba;3553609
Vargem Grande do Sul;3556404
Artur Nogueira;3503802
Engenheiro Coelho;3515152
Itapira;3522604
Mogi Guacu;3530706
Moji Mirim;3530805
Santo Antonio de Posse;3548005
Estiva Gerbi;3557303
Americana;3501608
Campinas;3509502
Cosmopolis;3512803
Elias Fausto;3514908
Holambra;3519055
Hortolandia;3519071
Indaiatuba;3520509
Jaguariuna;3524709
Monte Mor;3531803
Nova Odessa;3533403
Paulinia;3536505
Pedreira;3537107
"Santa Barbara d'Oeste";3545803
Sumare;3552403
Valinhos;3556206
Vinhedo;3556701
Aguas de Lindoia;3500501
Amparo;3501905
Lindoia;3527009
Monte Alegre do Sul;3531209
Pedra Bela;3536802
Pinhalzinho;3538204
Serra Negra;3551603
Socorro;3552106
Dracena;3514403
Junqueiropolis;3526001
Monte Castelo;3531605
Nova Guataporanga;3533106
Ouro Verde;3534807
Panorama;3535408
Pauliceia;3536406
Santa Mercedes;3547106
"Sao Joao do Pau d'Alho";3549300
Tupi Paulista;3555109
Adamantina;3500105
Flora Rica;3515806
Florida Paulista;3516002
Inubia Paulista;3520806
Irapuru;3521606
Lucelia;3527405
Mariapolis;3528908
Osvaldo Cruz;3534609
Pacaembu;3534906
Parapua;3536000
Pracinha;3540853
Rinopolis;3543808
